item_id,name
7468,Regal Robe
7469,Regal Leggings
7470,Regal Wizard Hat
7471,Regal Gloves
7472,Regal Boots
7473,Regal Mantle
7474,Regal Cloak
7475,Regal Cuffs
7476,Regal Sash
7477,Ranger Tunic
7478,Ranger Leggings
7479,Ranger Helm
7480,Ranger Gloves
7481,Ranger Boots
7482,Ranger Shoulders
7483,Ranger Cloak
7484,Ranger Wristguards
7485,Ranger Cord
7486,Captain's Breastplate
7487,Captain's Leggings
7488,Captain's Circlet
7489,Captain's Gauntlets
7490,Captain's Boots
7491,Captain's Shoulderguards
7492,Captain's Cloak
7493,Captain's Bracers
7494,Captain's Waistguard
7495,Captain's Buckler
7496,Field Plate Shield
7506,Gnomish Universal Remote
7517,Gossamer Tunic
7518,Gossamer Robe
7519,Gossamer Pants
7520,Gossamer Headpiece
7521,Gossamer Gloves
7522,Gossamer Boots
7523,Gossamer Shoulderpads
7524,Gossamer Cape
7525,Gossamer Bracers
7526,Gossamer Belt
7527,Cabalist Chestpiece
7528,Cabalist Leggings
7529,Cabalist Helm
7530,Cabalist Gloves
7531,Cabalist Boots
7532,Cabalist Spaulders
7533,Cabalist Cloak
7534,Cabalist Bracers
7535,Cabalist Belt
7536,Champion's Wall Shield
7537,Gothic Shield
7538,Champion's Armor
7539,Champion's Leggings
7540,Champion's Helmet
7541,Champion's Gauntlets
7542,Champion's Greaves
7543,Champion's Pauldrons
7544,Champion's Cape
7545,Champion's Bracers
7546,Champion's Girdle
7552,Falcon's Hook
7553,Band of the Unicorn
7554,Willow Branch
7555,Regal Star
7556,Twilight Orb
7557,Gossamer Rod
7558,Shimmering Stave
7559,Runic Cane
7560,Schematic: Gnomish Universal Remote
7561,Schematic: Goblin Jumper Cables
7608,Seer's Fine Stein
7609,Elder's Amber Stave
7610,Aurora Sphere
7611,Mistscape Stave
7613,Pattern: Green Leather Armor
7676,Thistle Tea
7727,Watchman Pauldrons
7728,Beguiler Robes
7729,Chesterfall Musket
7730,Cobalt Crusher
7734,Six Demon Bag
7736,Fight Club
7740,Gni'kiv Medallion
7741,The Shaft of Tsol
7742,Schematic: Gnomish Cloaking Device
7752,Dreamslayer
7753,Bloodspiller
7754,Harbinger Boots
7755,Flintrock Shoulders
7757,Windweaver Staff
7758,Ruthless Shiv
7759,Archon Chestpiece
7760,Warchief Kilt
7761,Steelclaw Reaver
7786,Headsplitter
7787,Resplendent Guardian
7806,Lollipop
7808,Chocolate Square
7909,Aquamarine
7910,Star Ruby
7911,Truesilver Ore
7912,Solid Stone
7913,Barbaric Iron Shoulders
7914,Barbaric Iron Breastplate
7915,Barbaric Iron Helm
7916,Barbaric Iron Boots
7917,Barbaric Iron Gloves
7918,Heavy Mithril Shoulder
7919,Heavy Mithril Gauntlet
7920,Mithril Scale Pants
7921,Heavy Mithril Pants
7922,Steel Plate Helm
7924,Mithril Scale Bracers
7926,Ornate Mithril Pants
7927,Ornate Mithril Gloves
7928,Ornate Mithril Shoulder
7929,Orcish War Leggings
7930,Heavy Mithril Breastplate
7931,Mithril Coif
7932,Mithril Scale Shoulders
7933,Heavy Mithril Boots
7934,Heavy Mithril Helm
7935,Ornate Mithril Breastplate
7936,Ornate Mithril Boots
7937,Ornate Mithril Helm
7938,Truesilver Gauntlets
7939,Truesilver Breastplate
7941,Heavy Mithril Axe
7942,Blue Glittering Axe
7944,Dazzling Mithril Rapier
7945,Big Black Mace
7946,Runed Mithril Hammer
7954,The Shatterer
7955,Copper Claymore
7956,Bronze Warhammer
7957,Bronze Greatsword
7958,Bronze Battle Axe
7959,Blight
7960,Truesilver Champion
7961,Phantom Blade
7963,Steel Breastplate
7964,Solid Sharpening Stone
7965,Solid Weightstone
7966,Solid Grinding Stone
7967,Mithril Shield Spike
7969,Mithril Spurs
7971,Black Pearl
7972,Ichor of Undeath
7974,Zesty Clam Meat
7975,Plans: Heavy Mithril Pants
7976,Plans: Mithril Shield Spike
7978,Plans: Barbaric Iron Shoulders
7979,Plans: Barbaric Iron Breastplate
7980,Plans: Barbaric Iron Helm
7981,Plans: Barbaric Iron Boots
7982,Plans: Barbaric Iron Gloves
7989,Plans: Mithril Spurs
7990,Plans: Heavy Mithril Helm
7991,Plans: Mithril Scale Shoulders
7992,Plans: Blue Glittering Axe
7993,Plans: Dazzling Mithril Rapier
7995,Plans: Mithril Scale Bracers
8006,The Ziggler
8028,Plans: Runed Mithril Hammer
8067,Crafted Light Shot
8068,Crafted Heavy Shot
8069,Crafted Solid Shot
8081,Light Plate Belt
8084,Light Plate Gloves
8086,Light Plate Shoulderpads
8106,Hibernal Armor
8107,Hibernal Boots
8108,Hibernal Bracers
8109,Hibernal Cloak
8110,Hibernal Gloves
8111,Hibernal Mantle
8112,Hibernal Pants
8113,Hibernal Robe
8114,Hibernal Sash
8115,Hibernal Cowl
8116,Heraldic Belt
8117,Heraldic Boots
8118,Heraldic Bracers
8119,Heraldic Breastplate
8120,Heraldic Cloak
8121,Heraldic Gloves
8122,Heraldic Headpiece
8123,Heraldic Leggings
8124,Heraldic Spaulders
8125,Myrmidon's Bracers
8126,Myrmidon's Breastplate
8127,Myrmidon's Cape
8128,Myrmidon's Gauntlets
8129,Myrmidon's Girdle
8130,Myrmidon's Greaves
8131,Myrmidon's Helm
8132,Myrmidon's Leggings
8133,Myrmidon's Pauldrons
8134,Myrmidon's Defender
8135,Chromite Shield
8137,Chromite Bracers
8138,Chromite Chestplate
8139,Chromite Gauntlets
8140,Chromite Girdle
8141,Chromite Greaves
8142,Chromite Barbute
8143,Chromite Legplates
8144,Chromite Pauldrons
8146,Wicked Claw
8150,Deeprock Salt
8151,Flask of Mojo
8152,Flask of Big Mojo
8153,Wildvine
8154,Scorpid Scale
8156,Jouster's Wristguards
8157,Jouster's Chestplate
8158,Jouster's Gauntlets
8159,Jouster's Girdle
8160,Jouster's Greaves
8161,Jouster's Visor
8162,Jouster's Legplates
8163,Jouster's Pauldrons
8165,Worn Dragonscale
8167,Turtle Scale
8168,Jet Black Feather
8169,Thick Hide
8170,Rugged Leather
8171,Rugged Hide
8172,Cured Thick Hide
8173,Thick Armor Kit
8174,Comfortable Leather Hat
8175,Nightscape Tunic
8176,Nightscape Headband
8177,Practice Sword
8178,Training Sword
8179,Cadet's Bow
8180,Hunting Bow
8181,Hunting Rifle
8182,Pellet Rifle
8183,Precision Bow
8184,Firestarter
8185,Turtle Scale Leggings
8186,Dire Wand
8187,Turtle Scale Gloves
8188,Explosive Shotgun
8189,Turtle Scale Breastplate
8190,Hanzo Sword
8191,Turtle Scale Helm
8192,Nightscape Shoulders
8193,Nightscape Pants
8194,Goblin Nutcracker
8196,Ebon Scimitar
8197,Nightscape Boots
8198,Turtle Scale Bracers
8199,Battlefield Destroyer
8200,Big Voodoo Robe
8201,Big Voodoo Mask
8202,Big Voodoo Pants
8203,Tough Scorpid Breastplate
8204,Tough Scorpid Gloves
8205,Tough Scorpid Bracers
8206,Tough Scorpid Leggings
8207,Tough Scorpid Shoulders
8208,Tough Scorpid Helm
8209,Tough Scorpid Boots
8210,Wild Leather Shoulders
8211,Wild Leather Vest
8212,Wild Leather Leggings
8213,Wild Leather Boots
8214,Wild Leather Helmet
8215,Wild Leather Cloak
8216,Big Voodoo Cloak
8217,Quickdraw Quiver
8218,Thick Leather Ammo Pouch
8223,Blade of the Basilisk
8224,Silithid Ripper
8225,Tainted Pierce
8226,The Butcher
8244,Flawless Draenethyst Sphere
8245,Imperial Red Tunic
8246,Imperial Red Boots
8247,Imperial Red Bracers
8248,Imperial Red Cloak
8249,Imperial Red Gloves
8250,Imperial Red Mantle
8251,Imperial Red Pants
8252,Imperial Red Robe
8253,Imperial Red Sash
8254,Imperial Red Circlet
8255,Serpentskin Girdle
8256,Serpentskin Boots
8257,Serpentskin Bracers
8258,Serpentskin Armor
8259,Serpentskin Cloak
8260,Serpentskin Gloves
8261,Serpentskin Helm
8262,Serpentskin Leggings
8263,Serpentskin Spaulders
8264,Ebonhold Wristguards
8265,Ebonhold Armor
8266,Ebonhold Cloak
8267,Ebonhold Gauntlets
8268,Ebonhold Girdle
8269,Ebonhold Boots
8270,Ebonhold Helmet
8271,Ebonhold Leggings
8272,Ebonhold Shoulderpads
8273,Valorous Wristguards
8274,Valorous Chestguard
8275,Ebonhold Buckler
8276,Valorous Gauntlets
8277,Valorous Girdle
8278,Valorous Greaves
8279,Valorous Helm
8280,Valorous Legguards
8281,Valorous Pauldrons
8282,Valorous Shield
8283,Arcane Armor
8284,Arcane Boots
8285,Arcane Bands
8286,Arcane Cloak
8287,Arcane Gloves
8288,Arcane Pads
8289,Arcane Leggings
8290,Arcane Robe
8291,Arcane Sash
8292,Arcane Cover
8293,Traveler's Belt
8294,Traveler's Boots
8295,Traveler's Bracers
8296,Traveler's Jerkin
8297,Traveler's Cloak
8298,Traveler's Gloves
8299,Traveler's Helm
8300,Traveler's Leggings
8301,Traveler's Spaulders
8302,Hero's Bracers
8303,Hero's Breastplate
8304,Hero's Cape
8305,Hero's Gauntlets
8306,Hero's Belt
8307,Hero's Boots
8308,Hero's Band
8309,Hero's Leggings
8310,Hero's Pauldrons
8311,Alabaster Plate Vambraces
8312,Alabaster Breastplate
8313,Hero's Buckler
8314,Alabaster Plate Gauntlets
8315,Alabaster Plate Girdle
8316,Alabaster Plate Greaves
8317,Alabaster Plate Helmet
8318,Alabaster Plate Leggings
8319,Alabaster Plate Pauldrons
8320,Alabaster Shield
8343,Heavy Silken Thread
8345,Wolfshead Helm
8346,Gauntlets of the Sea
8347,Dragonscale Gauntlets
8348,Helm of Fire
8349,Feathered Breastplate
8350,The 1 Ring
8364,Mithril Head Trout
8365,Raw Mithril Head Trout
8367,Dragonscale Breastplate
8368,Thick Wolfhide
8384,Pattern: Comfortable Leather Hat
8385,Pattern: Turtle Scale Gloves
8386,Pattern: Big Voodoo Robe
8387,Pattern: Big Voodoo Mask
8389,Pattern: Big Voodoo Pants
8390,Pattern: Big Voodoo Cloak
8391,Snickerfang Jowl
8392,Blasted Boar Lung
8393,Scorpok Pincer
8394,Basilisk Brain
8395,Pattern: Tough Scorpid Breastplate
8396,Vulture Gizzard
8397,Pattern: Tough Scorpid Bracers
8398,Pattern: Tough Scorpid Gloves
8399,Pattern: Tough Scorpid Boots
8400,Pattern: Tough Scorpid Shoulders
8401,Pattern: Tough Scorpid Leggings
8402,Pattern: Tough Scorpid Helm
8409,Pattern: Nightscape Shoulders
8483,Wastewander Water Pouch
8485,Cat Carrier (Bombay)
8486,Cat Carrier (Cornish Rex)
8487,Cat Carrier (Orange Tabby)
8488,Cat Carrier (Silver Tabby)
8489,Cat Carrier (White Kitten)
8490,Cat Carrier (Siamese)
8491,Cat Carrier (Black Tabby)
8492,Parrot Cage (Green Wing Macaw)
8494,Parrot Cage (Hyacinth Macaw)
8495,Parrot Cage (Senegal)
8496,Parrot Cage (Cockatiel)
8497,Rabbit Crate (Snowshoe)
8498,Tiny Emerald Whelpling
8499,Tiny Crimson Whelpling
8500,Great Horned Owl
8501,Hawk Owl
8544,Mageweave Bandage
8545,Heavy Mageweave Bandage
8624,Red Sparkler
8625,White Sparkler
8626,Blue Sparkler
8685,Dran's Ripple Delivery
8746,Interlaced Cowl
8747,Hardened Leather Helm
8748,Double Mail Coif
8749,Crochet Hat
8750,Thick Leather Hat
8751,Overlinked Coif
8752,Laminated Scale Circlet
8754,Twill Cover
8755,Light Plate Helmet
8766,Morning Glory Dew
8827,Elixir of Water Walking
8831,Purple Lotus
8836,Arthas' Tears
8838,Sungrass
8839,Blindweed
8845,Ghost Mushroom
8846,Gromsblood
8923,Essence of Agony
8924,Dust of Deterioration
8925,Crystal Vial
8926,Instant Poison IV
8927,Instant Poison V
8928,Instant Poison VI
8932,Alterac Swiss
8948,Dried King Bolete
8949,Elixir of Agility
8950,Homemade Cherry Pie
8951,Elixir of Greater Defense
8952,Roasted Quail
8953,Deep Fried Plantains
8956,Oil of Immolation
8957,Spinefin Halibut
8959,Raw Spinefin Halibut
8984,Deadly Poison III
8985,Deadly Poison IV
9030,Restorative Potion
9036,Magic Resistance Potion
9060,Inlaid Mithril Cylinder
9061,Goblin Rocket Fuel
9088,Gift of Arthas
9144,Wildvine Potion
9154,Elixir of Detect Undead
9155,Arcane Elixir
9172,Invisibility Potion
9179,Elixir of Greater Intellect
9186,Mind-numbing Poison III
9187,Elixir of Greater Agility
9197,Elixir of Dream Vision
9206,Elixir of Giants
9210,Ghost Dye
9224,Elixir of Demonslaying
9233,Elixir of Detect Demon
9242,Ancient Tablet
9249,Captain's Key
9251,Upper Map Fragment
9252,Lower Map Fragment
9253,Middle Map Fragment
9254,Cuergo's Treasure Map
9260,Volatile Rum
9261,Lead Ore
9262,Black Vitriol
9264,Elixir of Shadow Power
9285,Field Plate Vambraces
9286,Field Plate Armor
9287,Field Plate Gauntlets
9288,Field Plate Girdle
9289,Field Plate Boots
9290,Field Plate Helmet
9291,Field Plate Leggings
9292,Field Plate Pauldrons
9293,Recipe: Magic Resistance Potion
9294,Recipe: Wildvine Potion
9295,Recipe: Invisibility Potion
9296,Recipe: Gift of Arthas
9297,Recipe: Elixir of Dream Vision
9298,Recipe: Elixir of Giants
9300,Recipe: Elixir of Demonslaying
9301,Recipe: Elixir of Shadow Power
9302,Recipe: Ghost Dye
9303,Recipe: Philosopher's Stone
9304,Recipe: Transmute Iron to Gold
9305,Recipe: Transmute Mithril to Truesilver
9308,Grime-Encrusted Object
9313,Green Firework
9314,Red Streaks Firework
9315,Yellow Rose Firework
9317,"Red, White and Blue Firework"
9318,Red Firework
9327,Security DELTA Data Access Card
9333,Tarnished Silver Necklace
9355,Hoop Earring
9356,A Wooden Leg
9357,A Parrot Skeleton
9358,A Head Rag
9359,Southsea Lamp
9360,Cuergo's Gold
9361,Cuergo's Gold with Worm
9375,Expert Goldminer's Helmet
9378,Shovelphlange's Mining Axe
9381,Earthen Rod
9382,Tromping Miner's Boots
9383,Obsidian Cleaver
9384,Stonevault Shiv
9385,Archaic Defender
9386,Excavator's Brand
9391,The Shoveler
9392,Annealed Blade
9393,Beacon of Hope
9395,Gloves of Old
9396,Legguards of the Vault
9397,Energy Cloak
9399,Precision Arrow
9402,Earthborn Kilt
9405,Girdle of Golem Strength
9406,Spirewind Fetter
9420,Adventurer's Pith Helmet
9422,Shadowforge Bushmaster
9423,The Jackhammer
9424,Ginn-su Sword
9425,Pendulum of Doom
9426,Monolithic Bow
9427,Stonevault Bonebreaker
9428,Unearthed Bands
9429,Miner's Hat of the Deep
9430,Spaulders of a Lost Age
9431,Papal Fez
9433,Forgotten Wraps
9434,Elemental Raiment
9435,Reticulated Bone Gauntlets
9451,Bubbling Water
9480,Eyegouger
9481,The Minotaur
9482,Witch Doctor's Cane
9483,Flaming Incinerator
9485,Vibroblade
9486,Supercharger Battle Axe
9487,Hi-tech Supergun
9488,Oscillating Power Hammer
9490,Gizmotron Megachopper
9491,Hotshot Pilot's Gloves
9508,Mechbuilder's Overalls
9509,Petrolspill Leggings
9511,Bloodletter Scalpel
9512,Blackmetal Cape
9681,Grilled King Crawler Legs
9718,Reforged Blade of Heroes
9719,Broken Blade of Heroes
9742,Simple Cord
9743,Simple Shoes
9744,Simple Bands
9745,Simple Cape
9746,Simple Gloves
9747,Simple Britches
9748,Simple Robe
9749,Simple Blouse
9750,Gypsy Sash
9751,Gypsy Sandals
9752,Gypsy Bands
9753,Gypsy Buckler
9754,Gypsy Cloak
9755,Gypsy Gloves
9756,Gypsy Trousers
9757,Gypsy Tunic
9758,Cadet Belt
9759,Cadet Boots
9760,Cadet Bracers
9761,Cadet Cloak
9762,Cadet Gauntlets
9763,Cadet Leggings
9764,Cadet Shield
9765,Cadet Vest
9766,Greenweave Sash
9767,Greenweave Sandals
9768,Greenweave Bracers
9769,Greenweave Branch
9770,Greenweave Cloak
9771,Greenweave Gloves
9772,Greenweave Leggings
9773,Greenweave Robe
9774,Greenweave Vest
9775,Bandit Cinch
9776,Bandit Boots
9777,Bandit Bracers
9778,Bandit Buckler
9779,Bandit Cloak
9780,Bandit Gloves
9781,Bandit Pants
9782,Bandit Jerkin
9783,Raider's Chestpiece
9784,Raider's Boots
9785,Raider's Bracers
9786,Raider's Cloak
9787,Raider's Gauntlets
9788,Raider's Belt
9789,Raider's Legguards
9790,Raider's Shield
9791,Ivycloth Tunic
9792,Ivycloth Boots
9793,Ivycloth Bracelets
9794,Ivycloth Cloak
9795,Ivycloth Gloves
9796,Ivycloth Mantle
9797,Ivycloth Pants
9798,Ivycloth Robe
9799,Ivycloth Sash
9800,Ivy Orb
9801,Superior Belt
9802,Superior Boots
9803,Superior Bracers
9804,Superior Buckler
9805,Superior Cloak
9806,Superior Gloves
9807,Superior Shoulders
9808,Superior Leggings
9809,Superior Tunic
9810,Fortified Boots
9811,Fortified Bracers
9812,Fortified Cloak
9813,Fortified Gauntlets
9814,Fortified Belt
9815,Fortified Leggings
9816,Fortified Shield
9817,Fortified Spaulders
9818,Fortified Chain
9819,Durable Tunic
9820,Durable Boots
9821,Durable Bracers
9822,Durable Cape
9823,Durable Gloves
9824,Durable Shoulders
9825,Durable Pants
9826,Durable Robe
9827,Scaled Leather Belt
9828,Scaled Leather Boots
9829,Scaled Leather Bracers
9830,Scaled Shield
9831,Scaled Cloak
9832,Scaled Leather Gloves
9833,Scaled Leather Leggings
9834,Scaled Leather Shoulders
9835,Scaled Leather Tunic
9836,Banded Armor
9837,Banded Bracers
9838,Banded Cloak
9839,Banded Gauntlets
9840,Banded Girdle
9841,Banded Leggings
9842,Banded Pauldrons
9843,Banded Shield
9844,Conjurer's Vest
9845,Conjurer's Shoes
9846,Conjurer's Bracers
9847,Conjurer's Cloak
9848,Conjurer's Gloves
9849,Conjurer's Hood
9850,Conjurer's Mantle
9851,Conjurer's Breeches
9852,Conjurer's Robe
9853,Conjurer's Cinch
9854,Archer's Jerkin
9855,Archer's Belt
9856,Archer's Boots
9857,Archer's Bracers
9858,Archer's Buckler
9859,Archer's Cap
9860,Archer's Cloak
9861,Archer's Gloves
9862,Archer's Trousers
9863,Archer's Shoulderpads
9864,Renegade Boots
9865,Renegade Bracers
9866,Renegade Chestguard
9867,Renegade Cloak
9868,Renegade Gauntlets
9869,Renegade Belt
9870,Renegade Circlet
9871,Renegade Leggings
9872,Renegade Pauldrons
9873,Renegade Shield
9874,Sorcerer Drape
9875,Sorcerer Sash
9876,Sorcerer Slippers
9877,Sorcerer Cloak
9878,Sorcerer Hat
9879,Sorcerer Bracelets
9880,Sorcerer Gloves
9881,Sorcerer Mantle
9882,Sorcerer Sphere
9883,Sorcerer Pants
9884,Sorcerer Robe
9885,Huntsman's Boots
9886,Huntsman's Bands
9887,Huntsman's Armor
9889,Huntsman's Cap
9890,Huntsman's Cape
9891,Huntsman's Belt
9892,Huntsman's Gloves
9893,Huntsman's Leggings
9894,Huntsman's Shoulders
9895,Jazeraint Boots
9896,Jazeraint Bracers
9897,Jazeraint Chestguard
9898,Jazeraint Cloak
9899,Jazeraint Shield
9900,Jazeraint Gauntlets
9901,Jazeraint Belt
9902,Jazeraint Helm
9903,Jazeraint Leggings
9904,Jazeraint Pauldrons
9905,Royal Blouse
9906,Royal Sash
9907,Royal Boots
9908,Royal Cape
9909,Royal Bands
9910,Royal Gloves
9911,Royal Trousers
9912,Royal Amice
9913,Royal Gown
9914,Royal Scepter
9915,Royal Headband
9916,Tracker's Belt
9917,Tracker's Boots
9918,Brigade Defender
9919,Tracker's Cloak
9920,Tracker's Gloves
9921,Tracker's Headband
9922,Tracker's Leggings
9923,Tracker's Shoulderpads
9924,Tracker's Tunic
9925,Tracker's Wristguards
9926,Brigade Boots
9927,Brigade Bracers
9928,Brigade Breastplate
9929,Brigade Cloak
9930,Brigade Gauntlets
9931,Brigade Girdle
9932,Brigade Circlet
9933,Brigade Leggings
9934,Brigade Pauldrons
9935,Embossed Plate Shield
9936,Abjurer's Boots
9937,Abjurer's Bands
9938,Abjurer's Cloak
9939,Abjurer's Gloves
9940,Abjurer's Hood
9941,Abjurer's Mantle
9942,Abjurer's Pants
9943,Abjurer's Robe
9944,Abjurer's Crystal
9945,Abjurer's Sash
9946,Abjurer's Tunic
9947,Chieftain's Belt
9948,Chieftain's Boots
9949,Chieftain's Bracers
9950,Chieftain's Breastplate
9951,Chieftain's Cloak
9952,Chieftain's Gloves
9953,Chieftain's Headdress
9954,Chieftain's Leggings
9955,Chieftain's Shoulders
9956,Warmonger's Bracers
9957,Warmonger's Chestpiece
9958,Warmonger's Buckler
9959,Warmonger's Cloak
9960,Warmonger's Gauntlets
9961,Warmonger's Belt
9962,Warmonger's Greaves
9963,Warmonger's Circlet
9964,Warmonger's Leggings
9965,Warmonger's Pauldrons
9966,Embossed Plate Armor
9967,Embossed Plate Gauntlets
9968,Embossed Plate Girdle
9969,Embossed Plate Helmet
9970,Embossed Plate Leggings
9971,Embossed Plate Pauldrons
9972,Embossed Plate Bracers
9973,Embossed Plate Boots
9974,Overlord's Shield
9998,Black Mageweave Vest
9999,Black Mageweave Leggings
10001,Black Mageweave Robe
10002,Shadoweave Pants
10003,Black Mageweave Gloves
10004,Shadoweave Robe
10007,Red Mageweave Vest
10008,White Bandit Mask
10009,Red Mageweave Pants
10018,Red Mageweave Gloves
10019,Dreamweave Gloves
10021,Dreamweave Vest
10023,Shadoweave Gloves
10024,Black Mageweave Headband
10025,Shadoweave Mask
10026,Black Mageweave Boots
10027,Black Mageweave Shoulders
10028,Shadoweave Shoulders
10029,Red Mageweave Shoulders
10030,Admiral's Hat
10031,Shadoweave Boots
10033,Red Mageweave Headband
10034,Tuxedo Shirt
10035,Tuxedo Pants
10036,Tuxedo Jacket
10040,White Wedding Dress
10041,Dreamweave Circlet
10042,Cindercloth Robe
10044,Cindercloth Boots
10045,Simple Linen Pants
10046,Simple Linen Boots
10047,Simple Kilt
10048,Colorful Kilt
10050,Mageweave Bag
10051,Red Mageweave Bag
10052,Orange Martial Shirt
10053,Simple Black Dress
10054,Lavender Mageweave Shirt
10055,Pink Mageweave Shirt
10056,Orange Mageweave Shirt
10057,Duskwoven Tunic
10058,Duskwoven Sandals
10059,Duskwoven Bracers
10060,Duskwoven Cape
10061,Duskwoven Turban
10062,Duskwoven Gloves
10063,Duskwoven Amice
10064,Duskwoven Pants
10065,Duskwoven Robe
10066,Duskwoven Sash
10067,Righteous Waistguard
10068,Righteous Boots
10069,Righteous Bracers
10070,Righteous Armor
10071,Righteous Cloak
10072,Righteous Gloves
10073,Righteous Helmet
10074,Righteous Leggings
10075,Righteous Spaulders
10076,Lord's Armguards
10077,Lord's Breastplate
10078,Lord's Crest
10079,Lord's Cape
10080,Lord's Gauntlets
10081,Lord's Girdle
10082,Lord's Boots
10083,Lord's Crown
10084,Lord's Legguards
10085,Lord's Pauldrons
10086,Gothic Plate Armor
10087,Gothic Plate Gauntlets
10088,Gothic Plate Girdle
10089,Gothic Sabatons
10090,Gothic Plate Helmet
10091,Gothic Plate Leggings
10092,Gothic Plate Spaulders
10093,Revenant Deflector
10094,Gothic Plate Vambraces
10095,Councillor's Boots
10096,Councillor's Cuffs
10097,Councillor's Circlet
10098,Councillor's Cloak
10099,Councillor's Gloves
10100,Councillor's Shoulders
10101,Councillor's Pants
10102,Councillor's Robes
10103,Councillor's Sash
10104,Councillor's Tunic
10105,Wanderer's Armor
10106,Wanderer's Boots
10107,Wanderer's Bracers
10108,Wanderer's Cloak
10109,Wanderer's Belt
10110,Wanderer's Gloves
10111,Wanderer's Hat
10112,Wanderer's Leggings
10113,Wanderer's Shoulders
10118,Ornate Breastplate
10119,Ornate Greaves
10120,Ornate Cloak
10121,Ornate Gauntlets
10122,Ornate Girdle
10123,Ornate Circlet
10124,Ornate Legguards
10125,Ornate Pauldrons
10126,Ornate Bracers
10127,Revenant Bracers
10128,Revenant Chestplate
10129,Revenant Gauntlets
10130,Revenant Girdle
10131,Revenant Boots
10132,Revenant Helmet
10133,Revenant Leggings
10134,Revenant Shoulders
10135,High Councillor's Tunic
10136,High Councillor's Bracers
10137,High Councillor's Boots
10138,High Councillor's Cloak
10139,High Councillor's Circlet
10140,High Councillor's Gloves
10141,High Councillor's Pants
10142,High Councillor's Mantle
10143,High Councillor's Robe
10144,High Councillor's Sash
10145,Mighty Girdle
10146,Mighty Boots
10147,Mighty Armsplints
10148,Mighty Cloak
10149,Mighty Gauntlets
10150,Mighty Helmet
10151,Mighty Tunic
10152,Mighty Leggings
10153,Mighty Spaulders
10154,Mercurial Girdle
10155,Mercurial Greaves
10156,Mercurial Bracers
10157,Mercurial Breastplate
10158,Mercurial Guard
10159,Mercurial Cloak
10160,Mercurial Circlet
10161,Mercurial Gauntlets
10162,Mercurial Legguards
10163,Mercurial Pauldrons
10164,Templar Chestplate
10165,Templar Gauntlets
10166,Templar Girdle
10167,Templar Boots
10168,Templar Crown
10169,Templar Legplates
10170,Templar Pauldrons
10171,Templar Bracers
10172,Mystical Mantle
10173,Mystical Bracers
10174,Mystical Cape
10175,Mystical Headwrap
10176,Mystical Gloves
10177,Mystical Leggings
10178,Mystical Robe
10179,Mystical Boots
10180,Mystical Belt
10181,Mystical Armor
10182,Swashbuckler's Breastplate
10183,Swashbuckler's Boots
10184,Swashbuckler's Bracers
10185,Swashbuckler's Cape
10186,Swashbuckler's Gloves
10187,Swashbuckler's Eyepatch
10188,Swashbuckler's Leggings
10189,Swashbuckler's Shoulderpads
10190,Swashbuckler's Belt
10191,Crusader's Armguards
10192,Crusader's Boots
10193,Crusader's Armor
10194,Crusader's Cloak
10195,Crusader's Shield
10196,Crusader's Gauntlets
10197,Crusader's Belt
10198,Crusader's Helm
10199,Crusader's Leggings
10200,Crusader's Pauldrons
10201,Overlord's Greaves
10202,Overlord's Vambraces
10203,Overlord's Chestplate
10204,Heavy Lamellar Shield
10205,Overlord's Gauntlets
10206,Overlord's Girdle
10207,Overlord's Crown
10208,Overlord's Legplates
10209,Overlord's Spaulders
10210,Elegant Mantle
10211,Elegant Boots
10212,Elegant Cloak
10213,Elegant Bracers
10214,Elegant Gloves
10215,Elegant Robes
10216,Elegant Belt
10217,Elegant Leggings
10218,Elegant Tunic
10219,Elegant Circlet
10220,Nightshade Tunic
10221,Nightshade Girdle
10222,Nightshade Boots
10223,Nightshade Armguards
10224,Nightshade Cloak
10225,Nightshade Gloves
10226,Nightshade Helmet
10227,Nightshade Leggings
10228,Nightshade Spaulders
10229,Engraved Bracers
10230,Engraved Breastplate
10231,Engraved Cape
10232,Engraved Gauntlets
10233,Engraved Girdle
10234,Engraved Boots
10235,Engraved Helm
10236,Engraved Leggings
10237,Engraved Pauldrons
10238,Heavy Lamellar Boots
10239,Heavy Lamellar Vambraces
10240,Heavy Lamellar Chestpiece
10241,Heavy Lamellar Helm
10242,Heavy Lamellar Gauntlets
10243,Heavy Lamellar Girdle
10244,Heavy Lamellar Leggings
10245,Heavy Lamellar Pauldrons
10246,Master's Vest
10247,Master's Boots
10248,Master's Bracers
10249,Master's Cloak
10250,Master's Hat
10251,Master's Gloves
10252,Master's Leggings
10253,Master's Mantle
10254,Master's Robe
10255,Master's Belt
10256,Adventurer's Bracers
10257,Adventurer's Boots
10258,Adventurer's Cape
10259,Adventurer's Belt
10260,Adventurer's Gloves
10261,Adventurer's Bandana
10262,Adventurer's Legguards
10263,Adventurer's Shoulders
10264,Adventurer's Tunic
10265,Masterwork Bracers
10266,Masterwork Breastplate
10267,Masterwork Cape
10268,Masterwork Gauntlets
10269,Masterwork Girdle
10270,Masterwork Boots
10271,Masterwork Shield
10272,Masterwork Circlet
10273,Masterwork Legplates
10274,Masterwork Pauldrons
10275,Emerald Breastplate
10276,Emerald Sabatons
10277,Emerald Gauntlets
10278,Emerald Girdle
10279,Emerald Helm
10280,Emerald Legplates
